"id","island_code","city_code","province_code","name"
"1","40001","1101","11","Pulau Batukapal"
"2","40002","1101","11","Pulau Batutunggal"
"3","40003","1101","11","Pulau Kayee"
"4","40004","1101","11","Pulau Mangki"
"5","40005","1101","11","Pulau Tengku"
"6","40006","1101","11","Pulau Trumon"
"7","40001","1103","11","Pulau Bangka Matee"
"8","40002","1103","11","Pulau Gosongsungaibelah"
"9","40003","1103","11","Pulau Krueng Beukah"
"10","40004","1103","11","Pulau Kuala Parek"
"11","40005","1103","11","Pulau Nebukserdang"
"12","40006","1103","11","Pulau Pusong Broh"
"13","40007","1103","11","Pulau Pusong Brooh"
"14","40008","1103","11","Pulau Ujongperleng"
"15","40001","1106","11","Pulau Amad Rangmanyang"
"16","40002","1106","11","Pulau Baeet"
"17","40003","1106","11","Pulau Bateebeukah"
"18","40004","1106","11","Pulau Bateecut"
"19","40005","1106","11","Pulau Bateedua Selatan"
"20","40006","1106","11","Pulau Bateedua Utara"
"21","40007","1106","11","Pulau Bateeleblah"
"22","40008","1106","11","Pulau Bateelumpat"
"23","40009","1106","11","Pulau Bateepantee Lhok Nga"
"24","40010","1106","11","Pulau Bateerayeuk"
"25","40011","1106","11","Pulau Bateetamon Rayeuk"
"26","40012","1106","11","Pulau Bateetamon Selatan"
"27","40013","1106","11","Pulau Bateetamon Tengoh"
"28","40014","1106","11","Pulau Bateetamon Utara"
"29","40015","1106","11","Pulau Bateeujong Lhok Paro"
"30","40016","1106","11","Pulau Bateeujong Lhok Tuleot"
"31","40017","1106","11","Pulau Breueh"
"32","40018","1106","11","Pulau Bukulah Utara"
"33","40019","1106","11","Pulau Bunta"
"34","40020","1106","11","Pulau Burok"
"35","40021","1106","11","Pulau Cut"
"36","40022","1106","11","Pulau Gepon Cut"
"37","40023","1106","11","Pulau Gepon Selatan"
"38","40024","1106","11","Pulau Gepon Tengoh"
"39","40025","1106","11","Pulau Geupon Batee"
"40","40026","1106","11","Pulau Iku Maneek"
"41","40027","1106","11","Pulau Ikumanek"
"42","40028","1106","11","Pulau Jeuroh"
"43","40029","1106","11","Pulau Kerisek"
"44","40030","1106","11","Pulau Looh"
"45","40031","1106","11","Pulau Lumpat"
"46","40032","1106","11","Pulau Lungkap Cut"
"47","40033","1106","11","Pulau Nasi"
"48","40034","1106","11","Pulau Rusa"
"49","40035","1106","11","Pulau Sidom Besar"
"50","40036","1106","11","Pulau Sidom Kecil"
"51","40037","1106","11","Pulau Tengkorak"
"52","40038","1106","11","Pulau Tuan"
"53","40039","1106","11","Pulau Ujong Apui"
"54","40040","1106","11","Pulau Ujongriting"
"55","40041","1106","11","Pulau Uu"
"56","40042","1106","11","Pulau Uuh"
"57","40001","1107","11","Pulau Busung"
"58","40001","1109","11","Pulau Aie Luan"
"59","40002","1109","11","Pulau Aieluan"
"60","40003","1109","11","Pulau Alaala"
"61","40004","1109","11","Pulau Ama Adu"
"62","40005","1109","11","Pulau Ama Balok"
"63","40006","1109","11","Pulau Ama Galok"
"64","40007","1109","11","Pulau Ama Perak"
"65","40008","1109","11","Pulau Amasianggao"
"66","40009","1109","11","Pulau Amasianggao Ketek"
"67","40010","1109","11","Pulau Arafulu"
"68","40011","1109","11","Pulau Aramaram"
"69","40012","1109","11","Pulau Aru"
"70","40013","1109","11","Pulau Asu"
"71","40014","1109","11","Pulau Awah"
"72","40015","1109","11","Pulau Baba"
"73","40016","1109","11","Pulau Babi"
"74","40017","1109","11","Pulau Babi"
"75","40018","1109","11","Pulau Balok"
"76","40019","1109","11","Pulau Balubuk"
"77","40020","1109","11","Pulau Balung"
"78","40021","1109","11","Pulau Balung Silare"
"79","40022","1109","11","Pulau Batuberlayar"
"80","40023","1109","11","Pulau Batuberlayar Kecil"
"81","40024","1109","11","Pulau Batuhek"
"82","40025","1109","11","Pulau Benar"
"83","40026","1109","11","Pulau Bilalang"
"84","40027","1109","11","Pulau Binaksi"
"85","40028","1109","11","Pulau Cemara"
"86","40029","1109","11","Pulau Deli"
"87","40030","1109","11","Pulau Dua Gadang"
"88","40031","1109","11","Pulau Dua Ketek"
"89","40032","1109","11","Pulau Dua Lugu"
"90","40033","1109","11","Pulau Duo"
"91","40034","1109","11","Pulau Falu"
"92","40035","1109","11","Pulau Fatu"
"93","40036","1109","11","Pulau Gabui"
"94","40037","1109","11","Pulau Gabuisitok"
"95","40038","1109","11","Pulau Gae Gae Sambae Heba"
"96","40039","1109","11","Pulau Gae Gae Sambae Onok Onok"
"97","40040","1109","11","Pulau Gailaulo"
"98","40041","1109","11","Pulau Gaimiteum"
"99","40042","1109","11","Pulau Grik"
"100","40043","1109","11","Pulau Gumentoh"
"101","40044","1109","11","Pulau Gumentoh"
"102","40045","1109","11","Pulau Ihoung Keubau"
"103","40046","1109","11","Pulau Ina"
"104","40047","1109","11","Pulau Jambu"
"105","40048","1109","11","Pulau Jawijawi"
"106","40049","1109","11","Pulau Jawi-Jawi"
"107","40050","1109","11","Pulau Jirun"
"108","40051","1109","11","Pulau Kala"
"109","40052","1109","11","Pulau Kapur"
"110","40053","1109","11","Pulau Karang Polisi"
"111","40054","1109","11","Pulau Kasik"
"112","40055","1109","11","Pulau Khalakhala"
"113","40056","1109","11","Pulau Kuala Ketek"
"114","40057","1109","11","Pulau Kuala Ketek Utara"
"115","40058","1109","11","Pulau Kungkung Betut"
"116","40059","1109","11","Pulau Labuan Cina"
"117","40060","1109","11","Pulau Lampaseh"
"118","40061","1109","11","Pulau Langeni"
"119","40062","1109","11","Pulau Lapan"
"120","40063","1109","11","Pulau Lapan Gadang"
"121","40064","1109","11","Pulau Lasia"
"122","40065","1109","11","Pulau Leukon"
"123","40066","1109","11","Pulau Lhok Anifung"
"124","40067","1109","11","Pulau Lhok Ketek"
"125","40068","1109","11","Pulau Limau"
"126","40069","1109","11","Pulau Linggam"
"127","40070","1109","11","Pulau Lugum Boya"
"128","40071","1109","11","Pulau Marang"
"129","40072","1109","11","Pulau Matahari"
"130","40073","1109","11","Pulau Matahari"
"131","40074","1109","11","Pulau Matamalingkar"
"132","40075","1109","11","Pulau Mincau"
"133","40076","1109","11","Pulau Pamong"
"134","40077","1109","11","Pulau Pandan"
"135","40078","1109","11","Pulau Pandan Sitok"
"136","40079","1109","11","Pulau Panglima Gajah"
"137","40080","1109","11","Pulau Panjang"
"138","40081","1109","11","Pulau Panjang"
"139","40082","1109","11","Pulau Panjang"
"140","40083","1109","11","Pulau Panjang"
"141","40084","1109","11","Pulau Panjang Kecil"
"142","40085","1109","11","Pulau Penyu"
"143","40086","1109","11","Pulau Pinang"
"144","40087","1109","11","Pulau Rajo"
"145","40088","1109","11","Pulau Rajo"
"146","40089","1109","11","Pulau Salaut Besar"
"147","40090","1109","11","Pulau Salaut Kecil"
"148","40091","1109","11","Pulau Saridin"
"149","40092","1109","11","Pulau Sarok"
"150","40093","1109","11","Pulau Sarok"
"151","40094","1109","11","Pulau Sarok Linggi"
"152","40095","1109","11","Pulau Sarok Luar"
"153","40096","1109","11","Pulau Sayur"
"154","40097","1109","11","Pulau Seberang"
"155","40098","1109","11","Pulau Seberuak"
"156","40099","1109","11","Pulau Sefelak"
"157","40100","1109","11","Pulau Sektare Sigenu"
"158","40101","1109","11","Pulau Sialik"
"159","40102","1109","11","Pulau Siambongambong"
"160","40103","1109","11","Pulau Sifolorfulfor"
"161","40104","1109","11","Pulau Sigenu"
"162","40105","1109","11","Pulau Sigenu Sitok"
"163","40106","1109","11","Pulau Sihalik"
"164","40107","1109","11","Pulau Simanahah"
"165","40108","1109","11","Pulau Simandah"
"166","40109","1109","11","Pulau Simeulue"
"167","40110","1109","11","Pulau Simeulue Cut"
"168","40111","1109","11","Pulau Sipedak"
"169","40112","1109","11","Pulau Sipipit"
"170","40113","1109","11","Pulau Sirafafe"
"171","40114","1109","11","Pulau Siumat"
"172","40115","1109","11","Pulau Subangsubang Lataling"
"173","40116","1109","11","Pulau Sulang"
"174","40117","1109","11","Pulau Talago"
"175","40118","1109","11","Pulau Talam"
"176","40119","1109","11","Pulau Talam"
"177","40120","1109","11","Pulau Tangkahan"
"178","40121","1109","11","Pulau Tangkahan Selatan"
"179","40122","1109","11","Pulau Tangkahan Utaro"
"180","40123","1109","11","Pulau Tenggel"
"181","40124","1109","11","Pulau Tepi"
"182","40125","1109","11","Pulau Teupah"
"183","40126","1109","11","Pulau Tiga Barat"
"184","40127","1109","11","Pulau Tiga Selatan"
"185","40128","1109","11","Pulau Tiga Utara"
"186","40129","1109","11","Pulau Tinggi"
"187","40130","1109","11","Pulau Toko"
"188","40131","1109","11","Pulau Toko"
"189","40132","1109","11","Pulau Tufabete"
"190","40133","1109","11","Pulau Tufakei"
"191","40134","1109","11","Pulau Tupa Besar"
"192","40135","1109","11","Pulau Tupa Kecil"
"193","40136","1109","11","Pulau Tupai"
"194","40137","1109","11","Pulau Tupai"
"195","40138","1109","11","Pulau Tupai Selatan"
"196","40139","1109","11","Pulau Ujung Klerek Sebeul"
"197","40140","1109","11","Pulau Ujung Klerek Sitok"
"198","40141","1109","11","Pulau Ujung Linggi"
"199","40142","1109","11","Pulau Ujung Suak"
"200","40143","1109","11","Pulau Ujung Tupai"
"201","40144","1109","11","Pulau Ulau Fatuhek"
"202","40001","1110","11","Pulau Asok"
"203","40002","1110","11","Pulau Baguk"
"204","40003","1110","11","Pulau Balai"
"205","40004","1110","11","Pulau Balong"
"206","40005","1110","11","Pulau Bangkaru"
"207","40006","1110","11","Pulau Baronik"
"208","40007","1110","11","Pulau Batubangkaru"
"209","40008","1110","11","Pulau Batulanting"
"210","40009","1110","11","Pulau Bekhu"
"211","40010","1110","11","Pulau Biawak"
"212","40011","1110","11","Pulau Birahan"
"213","40012","1110","11","Pulau Buaya"
"214","40013","1110","11","Pulau Busung Besar"
"215","40014","1110","11","Pulau Busung Kecil"
"216","40015","1110","11","Pulau Cemara"
"217","40016","1110","11","Pulau Dua"
"218","40017","1110","11","Pulau Gosongtelaga"
"219","40018","1110","11","Pulau Inakuri"
"220","40019","1110","11","Pulau Jawijawi"
"221","40020","1110","11","Pulau Keder"
"222","40021","1110","11","Pulau Kilangan"
"223","40022","1110","11","Pulau Ladangbisik"
"224","40023","1110","11","Pulau Lambudung"
"225","40024","1110","11","Pulau Lamun"
"226","40025","1110","11","Pulau Lasawun"
"227","40026","1110","11","Pulau Laurek"
"228","40027","1110","11","Pulau Linau"
"229","40028","1110","11","Pulau Madang"
"230","40029","1110","11","Pulau Madangkati"
"231","40030","1110","11","Pulau Malelo"
"232","40031","1110","11","Pulau Matahari"
"233","40032","1110","11","Pulau Mbelen"
"234","40033","1110","11","Pulau Melila"
"235","40034","1110","11","Pulau Muarapea"
"236","40035","1110","11","Pulau Nago"
"237","40036","1110","11","Pulau Nibung"
"238","40037","1110","11","Pulau Orongan"
"239","40038","1110","11","Pulau Pabandah"
"240","40039","1110","11","Pulau Pabisi"
"241","40040","1110","11","Pulau Pandan"
"242","40041","1110","11","Pulau Panjang"
"243","40042","1110","11","Pulau Pasitangah"
"244","40043","1110","11","Pulau Pelambak Besar"
"245","40044","1110","11","Pulau Pelambak Kecil"
"246","40045","1110","11","Pulau Pemuka"
"247","40046","1110","11","Pulau Penerusan Selatan"
"248","40047","1110","11","Pulau Penerusan Utara"
"249","40048","1110","11","Pulau Pinang"
"250","40049","1110","11","Pulau Pisang"
"251","40050","1110","11","Pulau Ragorago"
"252","40051","1110","11","Pulau Rangit Besar"
"253","40052","1110","11","Pulau Rangit Kecil"
"254","40053","1110","11","Pulau Rubi"
"255","40054","1110","11","Pulau Rungpao"
"256","40055","1110","11","Pulau Sagusagu"
"257","40056","1110","11","Pulau Samardua"
"258","40057","1110","11","Pulau Samut"
"259","40058","1110","11","Pulau Sanglat"
"260","40059","1110","11","Pulau Sarangalu"
"261","40060","1110","11","Pulau Saranggantong"
"262","40061","1110","11","Pulau Sarok"
"263","40062","1110","11","Pulau Sarombang"
"264","40063","1110","11","Pulau Sianjai"
"265","40064","1110","11","Pulau Sikandang"
"266","40065","1110","11","Pulau Simok"
"267","40066","1110","11","Pulau Sinanda"
"268","40067","1110","11","Pulau Sipakek"
"269","40068","1110","11","Pulau Solokaceh"
"270","40069","1110","11","Pulau Subang"
"271","40070","1110","11","Pulau Tabalah"
"272","40071","1110","11","Pulau Tabalau"
"273","40072","1110","11","Pulau Tabalo"
"274","40073","1110","11","Pulau Tailana"
"275","40074","1110","11","Pulau Tambarat"
"276","40075","1110","11","Pulau Tapuitapui"
"277","40076","1110","11","Pulau Telukrumbia"
"278","40077","1110","11","Pulau Tuangku"
"279","40078","1110","11","Pulau Tugu"
"280","40079","1110","11","Pulau Ujungbatu"
"281","40080","1110","11","Pulau Ujunglolok"
"282","40001","1114","11","Pulau Baaloen"
"283","40002","1114","11","Pulau Batee"
"284","40003","1114","11","Pulau Batee Pageu"
"285","40004","1114","11","Pulau Bateeburouk"
"286","40005","1114","11","Pulau Bateepenjaba"
"287","40006","1114","11","Pulau Bateeperling"
"288","40007","1114","11","Pulau Bateerigah"
"289","40008","1114","11","Pulau Bateetutong"
"290","40009","1114","11","Pulau Bateeuleegajah"
"291","40010","1114","11","Pulau Blekoh"
"292","40011","1114","11","Pulau Cut"
"293","40012","1114","11","Pulau Cut Barat"
"294","40013","1114","11","Pulau Enggang"
"295","40014","1114","11","Pulau Keluang"
"296","40015","1114","11","Pulau Khek"
"297","40016","1114","11","Pulau Kreueh"
"298","40017","1114","11","Pulau Krumo"
"299","40018","1114","11","Pulau Lhok Geupaleeh"
"300","40019","1114","11","Pulau Lipan"
"301","40020","1114","11","Pulau Mane"
"302","40021","1114","11","Pulau Paling"
"303","40022","1114","11","Pulau Pasi"
"304","40023","1114","11","Pulau Pegasih"
"305","40024","1114","11","Pulau Penjaba Besar"
"306","40025","1114","11","Pulau Penjaba Kecil"
"307","40026","1114","11","Pulau Perling Cut"
"308","40027","1114","11","Pulau Perling Cut Barat"
"309","40028","1114","11","Pulau Perling Cut Timur"
"310","40029","1114","11","Pulau Perling Rayeuk"
"311","40030","1114","11","Pulau Pingi"
"312","40031","1114","11","Pulau Punyi"
"313","40032","1114","11","Pulau Raya"
"314","40033","1114","11","Pulau Renggah"
"315","40034","1114","11","Pulau Reusam"
"316","40035","1114","11","Pulau Rigah"
"317","40036","1114","11","Pulau Sidom"
"318","40037","1114","11","Pulau Tengkumeusa"
"319","40038","1114","11","Pulau Tengkuusman"
"320","40039","1114","11","Pulau Tuloo"
"321","40040","1114","11","Pulau Tumae"
"322","40041","1114","11","Pulau Ujoeng Geunteeng"
"323","40042","1114","11","Pulau Ujongbaroh"
"324","40043","1114","11","Pulau Ujongsudhen"
"325","40001","1115","11","Pulau Dama"
"326","40002","1115","11","Pulau Rusa"
"327","40003","1115","11","Pulau Singgah Mata"
"328","40004","1115","11","Pulau Uleegunong"
"329","40001","1116","11","Pulau Aluenireh Barat"
"330","40002","1116","11","Pulau Aluenireh Timur"
"331","40003","1116","11","Pulau Besingtinggi"
"332","40004","1116","11","Pulau Kualagenting"
"333","40005","1116","11","Pulau Kualapenaga"
"334","40006","1116","11","Pulau Pulausekai"
"335","40007","1116","11","Pulau Pusongcium"
"336","40008","1116","11","Pulau Pusongketapang"
"337","40009","1116","11","Pulau Rukui"
"338","40001","1171","11","Pulau Biawak"
"339","40001","1172","11","Pulau Batu Kembar"
"340","40002","1172","11","Pulau Batu Runcing"
"341","40003","1172","11","Pulau Batu Tengah"
"342","40004","1172","11","Pulau Batulah Selatan"
"343","40005","1172","11","Pulau Batulah Tengah"
"344","40006","1172","11","Pulau Batulah Utara"
"345","40007","1172","11","Pulau Klah"
"346","40008","1172","11","Pulau Rondo"
"347","40009","1172","11","Pulau Rondo Selatan"
"348","40010","1172","11","Pulau Rubiah"
"349","40011","1172","11","Pulau Seulako"
"350","40012","1172","11","Pulau Ujung Ba'U"
"351","40013","1172","11","Pulau Weh"
"352","40001","1174","11","Pulau Pusoeng"
"353","40002","1174","11","Pulau Pusong Salam"
"354","40003","1174","11","Pulau Rawa Cut"
"355","40004","1174","11","Pulau Rawa Rayeuk"
"356","40005","1174","11","Pulau Telagatujoeh"
"357","40001","1175","11","Pulau Buluhcarak"
"358","40002","1175","11","Pulau Geruguh"
"359","40003","1175","11","Pulau Jabijabi"
"360","40004","1175","11","Pulau Kualakepeng Kedep"
"361","40005","1175","11","Pulau Kualakepeng Mbelen"
"362","40006","1175","11","Pulau Tualang Kedep"
"363","40007","1175","11","Pulau Tualang Mbelen"
"364","40001","1200","12","Pulau Babi"
"365","40002","1200","12","Pulau Bintanah"
"366","40003","1200","12","Pulau Buaya"
"367","40004","1200","12","Pulau Nias"
"368","40005","1200","12","Pulau Panjang"
"369","40006","1200","12","Pulau Poncan Gadang"
"370","40007","1200","12","Pulau Poncan Ketek"
"371","40008","1200","12","Pulau Tuantahir"
"372","40001","1201","12","Pulau Bakar"
"373","40002","1201","12","Pulau Bangke"
"374","40003","1201","12","Pulau Batuhitam"
"375","40004","1201","12","Pulau Batulayar"
"376","40005","1201","12","Pulau Batumandi"
"377","40006","1201","12","Pulau Dundun"
"378","40007","1201","12","Pulau Jambe"
"379","40008","1201","12","Pulau Janggi"
"380","40009","1201","12","Pulau Kalimantung Nagodang"
"381","40010","1201","12","Pulau Kalimantung Namenek"
"382","40011","1201","12","Pulau Karang"
"383","40012","1201","12","Pulau Karang Jambe"
"384","40013","1201","12","Pulau Lipan"
"385","40014","1201","12","Pulau Lipatkain"
"386","40015","1201","12","Pulau Mangkir Gadang"
"387","40016","1201","12","Pulau Mangkir Ketek"
"388","40017","1201","12","Pulau Mursala"
"389","40018","1201","12","Pulau Pane"
"390","40019","1201","12","Pulau Panjang"
"391","40020","1201","12","Pulau Porlak"
"392","40021","1201","12","Pulau Pune"
"393","40022","1201","12","Pulau Puti"
"394","40023","1201","12","Pulau Silabulabu Godang"
"395","40024","1201","12","Pulau Silabulabu Namenek"
"396","40025","1201","12","Pulau Sitaban Barat"
"397","40026","1201","12","Pulau Situngkus"
"398","40027","1201","12","Pulau Sorkam"
"399","40028","1201","12","Pulau Talam"
"400","40029","1201","12","Pulau Tarida"
"401","40030","1201","12","Pulau Tarida Menek"
"402","40031","1201","12","Pulau Ungge"
"403","40001","1202","12","Pulau Sibandang"
"404","40001","1204","12","Pulau Musi"
"405","40002","1204","12","Pulau Onolimbu"
"406","40003","1204","12","Pulau Somambawa"
"407","40004","1204","12","Pulau Zbma Sebua"
"408","40005","1204","12","Pulau Zima Siideide"
"409","40001","1205","12","Pulau Jaring Halus"
"410","40002","1205","12","Pulau Kampai"
"411","40003","1205","12","Pulau Kera"
"412","40004","1205","12","Pulau Kwala"
"413","40005","1205","12","Pulau Pangkalan Biduk"
"414","40006","1205","12","Pulau Panjang"
"415","40007","1205","12","Pulau Pusung"
"416","40008","1205","12","Pulau Rawa"
"417","40009","1205","12","Pulau Sambilan"
"418","40010","1205","12","Pulau Selingkar"
"419","40001","1207","12","Pulau Beting Sabut"
"420","40001","1208","12","Pulau Ole"
"421","40001","1209","12","Pulau Nyiur"
"422","40002","1209","12","Pulau Siatan"
"423","40003","1209","12","Pulau Sigurtap"
"424","40001","1210","12","Pulau Batuah"
"425","40002","1210","12","Pulau Burung"
"426","40003","1210","12","Pulau Ongah Labuhan"
"427","40004","1210","12","Pulau Porling"
"428","40005","1210","12","Pulau Sarimas"
"429","40006","1210","12","Pulau Sikantan"
"430","40001","1213","12","Pulau Batuajung"
"431","40002","1213","12","Pulau Batubaniang"
"432","40003","1213","12","Pulau Batumandi"
"433","40004","1213","12","Pulau Baturusa Ketek"
"434","40005","1213","12","Pulau Batutongga"
"435","40006","1213","12","Pulau Batuubi"
"436","40007","1213","12","Pulau Baurusa Gadang"
"437","40008","1213","12","Pulau Buayo"
"438","40009","1213","12","Pulau Gadang"
"439","40010","1213","12","Pulau Ilik"
"440","40011","1213","12","Pulau Ingawan"
"441","40012","1213","12","Pulau Kaderui"
"442","40013","1213","12","Pulau Kapecong"
"443","40014","1213","12","Pulau Karonggo"
"444","40015","1213","12","Pulau Ketek"
"445","40016","1213","12","Pulau Labu"
"446","40017","1213","12","Pulau Marompak"
"447","40018","1213","12","Pulau Palintangan"
"448","40019","1213","12","Pulau Rubiah"
"449","40020","1213","12","Pulau Sadakah"
"450","40021","1213","12","Pulau Taluo"
"451","40022","1213","12","Pulau Tamang"
"452","40023","1213","12","Pulau Tangah"
"453","40024","1213","12","Pulau Ungge"
"454","40001","1214","12","Pulau Adam"
"455","40002","1214","12","Pulau Anak Pinang"
"456","40003","1214","12","Pulau Asu"
"457","40004","1214","12","Pulau Bais"
"458","40005","1214","12","Pulau Balikhi"
"459","40006","1214","12","Pulau Balogiasite"
"460","40007","1214","12","Pulau Baohi"
"461","40008","1214","12","Pulau Barogan"
"462","40009","1214","12","Pulau Basake Sebua"
"463","40010","1214","12","Pulau Basake Seideide"
"464","40011","1214","12","Pulau Batuapi Sebua"
"465","40012","1214","12","Pulau Batuapi Sideide"
"466","40013","1214","12","Pulau Batumakele"
"467","40014","1214","12","Pulau Batumandi"
"468","40015","1214","12","Pulau Biang"
"469","40016","1214","12","Pulau Bintuang"
"470","40017","1214","12","Pulau Boji"
"471","40018","1214","12","Pulau Buni"
"472","40019","1214","12","Pulau Bunijikho"
"473","40020","1214","12","Pulau Faro'A"
"474","40021","1214","12","Pulau Gabaya"
"475","40022","1214","12","Pulau Hachina"
"476","40023","1214","12","Pulau Hayo"
"477","40024","1214","12","Pulau Hibao Sebua"
"478","40025","1214","12","Pulau Hibao Sideide"
"479","40026","1214","12","Pulau Horasa"
"480","40027","1214","12","Pulau Hulo Batu"
"481","40028","1214","12","Pulau Jimase"
"482","40029","1214","12","Pulau Karanganjing"
"483","40030","1214","12","Pulau Kasi"
"484","40031","1214","12","Pulau Kasi Timur"
"485","40032","1214","12","Pulau Katadok"
"486","40033","1214","12","Pulau Ki'I-Ki'I"
"487","40034","1214","12","Pulau Laga"
"488","40035","1214","12","Pulau Lahene"
"489","40036","1214","12","Pulau Lajohene"
"490","40037","1214","12","Pulau Lalibo"
"491","40038","1214","12","Pulau Latoega"
"492","40039","1214","12","Pulau Lorang"
"493","40040","1214","12","Pulau Lulua"
"494","40041","1214","12","Pulau Maha"
"495","40042","1214","12","Pulau Makole"
"496","40043","1214","12","Pulau Maole Sabua"
"497","40044","1214","12","Pulau Maole Sideide"
"498","40045","1214","12","Pulau Maole Tengah"
"499","40046","1214","12","Pulau Maole Ujung"
"500","40047","1214","12","Pulau Marit"
"501","40048","1214","12","Pulau Masa"
"502","40049","1214","12","Pulau Memong"
"503","40050","1214","12","Pulau Nujagia"
"504","40051","1214","12","Pulau Nujakali"
"505","40052","1214","12","Pulau Nujalalai"
"506","40053","1214","12","Pulau Nujambolo"
"507","40054","1214","12","Pulau Nujaohi"
"508","40055","1214","12","Pulau Owo"
"509","40056","1214","12","Pulau Pentamuan"
"510","40057","1214","12","Pulau Pinang"
"511","40058","1214","12","Pulau Pini"
"512","40059","1214","12","Pulau Pono"
"513","40060","1214","12","Pulau Samaleko"
"514","40061","1214","12","Pulau Sambulale"
"515","40062","1214","12","Pulau Sapuraga"
"516","40063","1214","12","Pulau Sibaranu"
"517","40064","1214","12","Pulau Sibele"
"518","40065","1214","12","Pulau Sibohou"
"519","40066","1214","12","Pulau Sifanana Sebua"
"520","40067","1214","12","Pulau Sifanana Sideide"
"521","40068","1214","12","Pulau Sigata"
"522","40069","1214","12","Pulau Sigolonggolong"
"523","40070","1214","12","Pulau Simakonde"
"524","40071","1214","12","Pulau Simondang"
"525","40072","1214","12","Pulau Simuk"
"526","40073","1214","12","Pulau Sipika"
"527","40074","1214","12","Pulau Sorobuna"
"528","40075","1214","12","Pulau Tagaga"
"529","40076","1214","12","Pulau Tagawa Sebua"
"530","40077","1214","12","Pulau Tagawa Sideide"
"531","40078","1214","12","Pulau Tanabala"
"532","40079","1214","12","Pulau Tanahmasa"
"533","40080","1214","12","Pulau Tareba Sebua"
"534","40081","1214","12","Pulau Tareba Seideide"
"535","40082","1214","12","Pulau Tello"
"536","40083","1214","12","Pulau Telotelo Sebua"
"537","40084","1214","12","Pulau Telotelo Sideide"
"538","40085","1214","12","Pulau Tofu"
"539","40086","1214","12","Pulau Tolong"
"540","40087","1214","12","Pulau Ular"
"541","40001","1216","12","Pulau Simamora"
"542","40001","1217","12","Pulau Malau Dua"
"543","40002","1217","12","Pulau Malau Satu"
"544","40003","1217","12","Pulau Samosir"
"545","40004","1217","12","Pulau Tolping"
"546","40005","1217","12","Pulau Tulas"
"547","40001","1218","12","Pulau Berhala"
"548","40002","1218","12","Pulau Sokongsiembang"
"549","40001","1219","12","Pulau Pandang"
"550","40002","1219","12","Pulau Salahnama"
"551","40001","1223","12","Pulau Boting Tongah"
"552","40002","1223","12","Pulau Tuahmeng"
"553","40001","1224","12","Pulau Alifa"
"554","40002","1224","12","Pulau Ganeu"
"555","40003","1224","12","Pulau Git"
"556","40004","1224","12","Pulau Goso"
"557","40005","1224","12","Pulau Gosobaohi"
"558","40006","1224","12","Pulau Gosoene"
"559","40007","1224","12","Pulau Gosolahewa"
"560","40008","1224","12","Pulau Gosouma"
"561","40009","1224","12","Pulau Kao"
"562","40010","1224","12","Pulau Lafau"
"563","40011","1224","12","Pulau Makora"
"564","40012","1224","12","Pulau Mao"
"565","40013","1224","12","Pulau Mause"
"566","40014","1224","12","Pulau Sarangbaung"
"567","40015","1224","12","Pulau Senau"
"568","40016","1224","12","Pulau Sideide"
"569","40017","1224","12","Pulau Taliwa'A"
"570","40018","1224","12","Pulau Uma"
"571","40019","1224","12","Pulau Wunga"
"572","40001","1225","12","Pulau Asu"
"573","40002","1225","12","Pulau Bawa"
"574","40003","1225","12","Pulau Bogi"
"575","40004","1225","12","Pulau Fari'I"
"576","40005","1225","12","Pulau Hamutala"
"577","40006","1225","12","Pulau Heruwanga"
"578","40007","1225","12","Pulau Hinako"
"579","40008","1225","12","Pulau Imana"
"580","40009","1225","12","Pulau Langu"
"581","40010","1225","12","Pulau Lawandra"
"582","40011","1225","12","Pulau Siite"
"583","40001","1271","12","Pulau Sicanang"
"584","40001","1273","12","Pulau Bangke"
"585","40002","1273","12","Pulau Sarudik"
"586","40001","1274","12","Pulau Belanga"
"587","40002","1274","12","Pulau Beswesen"
"588","40003","1274","12","Pulau Buaya"
"589","40004","1274","12","Pulau Langgai"
"590","40005","1274","12","Pulau Rumbia"
"591","40006","1274","12","Pulau Serindan"
"592","40007","1274","12","Pulau Tualang"
"593","40001","1300","13","Pulau Bando"
"594","40002","1300","13","Pulau Bintangua"
"595","40003","1300","13","Pulau Sironjong"
"596","40001","1301","13","Pulau Aua Gadang"
"597","40002","1301","13","Pulau Aua Ketek"
"598","40003","1301","13","Pulau Babi"
"599","40004","1301","13","Pulau Babi Ketek"
"600","40005","1301","13","Pulau Baringin"
"601","40006","1301","13","Pulau Batu Sironjong"
"602","40007","1301","13","Pulau Batuajuang Ketek"
"603","40008","1301","13","Pulau Batubadatuih"
"604","40009","1301","13","Pulau Batubasanggua"
"605","40010","1301","13","Pulau Batudandang"
"606","40011","1301","13","Pulau Batudandang Selatan"
"607","40012","1301","13","Pulau Batudandang Utara"
"608","40013","1301","13","Pulau Batukareta"
"609","40014","1301","13","Pulau Batumandi Ateh"
"610","40015","1301","13","Pulau Batumandi Tangah"
"611","40016","1301","13","Pulau Batunago"
"612","40017","1301","13","Pulau Batuputi"
"613","40018","1301","13","Pulau Baturakikrakik"
"614","40019","1301","13","Pulau Baturimau"
"615","40020","1301","13","Pulau Batusironjong"
"616","40021","1301","13","Pulau Cingkuak"
"617","40022","1301","13","Pulau Cubadak"
"618","40023","1301","13","Pulau Gosongampiangparak"
"619","40024","1301","13","Pulau Kapokapo"
